"SchoolID","SchoolName","CommunityAreax","Address","Action","ProposedVacantSchoolBuilding","Impact","X20121320thDayEnrollment","ReceivingCode","ReceivingCode2","ReceivingCode3","SchoolNameCondense","OfficialShortName","OfficialFullName","PhoneNumber","LastKnownStreetAddress","ZipCode","CommunityAreay","Latitude","Longitude","SchoolType","AccessType","X201112PerformanceLevel","XAsian20122013","XBlack20122013","XHispanic20122013","XMultiRacial20122013","XNativeAmerican20122013","XNotAvailable20122013","XHawaiianPacificIslander20122013","XWhite20122013","X201213Bilinugual","X20112012Bilingual","X20102011Bilingual","X20092010Bilingual","X201213SPED","X20112012SPED","X20102011SPED","X20092010SPED","X201213LowIncome","X20112012LowIncome","X20102011LowIncome","X20092010LowIncome","X19992000Enrollment","X20002001Enrollment","X20012002Enrollment","X20022003Enrollment","X20032004Enrollment","X20042005Enrollment","X20052006Enrollment","X20062007Enrollment","X20072008Enrollment","X20082009Enrollment","X20092010Enrollment","X20102011Enrollment","X20112012Enrollment","X20122013Enrollment","TotalClassrooms","XofAllottedHomeroomClassrooms","XofAllottedAncillaryClassrooms","IdealCapacityCPSFormula","X201213UtilizationrateCPSFormula","SpaceUseStatusCPSFormula","ApplestoApplesCorrectedTopofRangeMaxAvg30","ApplestoApplesCorrectedMidpointofRange","ApplestoApplesCorrectedBottomofRange","ApplestoApplesSpaceUtilizationIndex","ApplestoApplesUtilizationRate","ApplestoApplesSpaceUseStatus","X20122013ProbationStatus","X20112012ProbationStatus","X20102011ProbationStatus","X20092010ProbationStatus","X20082009ProbationStatus","X20072008ProbationStatus","X20062007ProbationStatus","X20052006ProbationStatus","X20042005ProbationStatus","X20032004ProbationStatus","X20022003ProbationStatus","X20012002ProbationStatus","X20002001ProbationStatus","X19992000ProbationStatus","X19981999ProbationStatus","X19971998ProbationStatus","X19961997ProbationStatus","X19992000MobilityRate","X20002001MobilityRate","X20012002MobilityRate","X20022003MobilityRate","X20032004MobilityRate","X20042005MobilityRate","X20052006MobilityRate","X20062007MobilityRate","X20072008MobilityRate","X20082009MobilityRate","X20092010MobilityRate","X20102011MobilityRate","X20112012MobilityRate","Linktocohortchart","ISATScoresbyCohortMeetsExceedsReading3rdGrade2007","ISATScoresbyCohortMeetsExceedsReading4thGrade2008","ISATScoresbyCohortMeetsExceedsReading5thGrade2009","ISATScoresbyCohortMeetsExceedsReading6thGrade2010","ISATScoresbyCohortMeetsExceedsReading7thGrade2011","ISATScoresbyCohortMeetsExceedsReading8thGrade2012","ISATScoresbyCohortWarningReading3rdGrade2007","ISATScoresbyCohortWarningReading4thGrade2008","ISATScoresbyCohortWarningReading5thGrade2009","ISATScoresbyCohortWarningReading6thGrade2010","ISATScoresbyCohortWarningReading7thGrade2011","ISATScoresbyCohortWarningReading8thGrade2012","ISATScoresbyCohortMeetsExceedsMath3rdGrade2007","ISATScoresbyCohortMeetsExceedsMath4thGrade2008","ISATScoresbyCohortMeetsExceedsMath5thGrade2009","ISATScoresbyCohortMeetsExceedsMath6thGrade2010","ISATScoresbyCohortMeetsExceedsMath7thGrade2011","ISATScoresbyCohortMeetsExceedsMath8thGrade2012","ISATScoresbyCohortWarningMath3rdGrade2007","ISATScoresbyCohortWarningMath4thGrade2008","ISATScoresbyCohortWarningMath5thGrade2009","ISATScoresbyCohortWarningMath6thGrade2010","ISATScoresbyCohortWarningMath7thGrade2011","ISATScoresbyCohortWarningMath8thGrade2012","ISATScoresbyCohortMeetsExceedsScience4thGrade2008","ISATScoresbyCohortMeetsExceedsScience7thGrade2011","ISATScoresbyCohortWarningScience4thGrade2008","ISATScoresbyCohortWarningScience7thGrade2011","X5EssentialsAmbitiousInstruction2011","X5EssentialsAmbitiousInstruction2012","X5EssentialsEffectiveLeaders2011","X5EssentialsEffectiveLeaders2012","X5EssentialsCollaborativeTeachers2011","X5EssentialsCollaborativeTeachers2012","X5EssentialsInvolvedFamilies2011","X5EssentialsInvolvedFamilies2012","X5EssentialsSupportiveEnvironment2011","X5EssentialsSupportiveEnvironment2012","X5EssentialsRatingAmbitiousInstruction2011","X5EssentialsRatingAmbitiousInstruction2012","X5EssentialsRatingEffectiveLeaders2011","X5EssentialsRatingEffectiveLeaders2012","X5EssentialsRatingCollaborativeTeachers2011","X5EssentialsRatingCollaborativeTeachers2012","X5EssentialsRatingInvolvedFamilies2011","X5EssentialsRatingInvolvedFamilies2012","X5EssentialsRatingSupportiveEnvironment2011","X5EssentialsRatingSupportiveEnvironment2012","ClosingStatus","ReceivingStatus","XPerformancePolicyPoints","ISATCompositeMeetsExceeds","ValueAddedMath","ValueAddedReading","ResultCode"
610232,"WILLIAMS ES","Douglas","2710 S Dearborn St","closure*","no","Williams closes. Receiving school is Drake. Drake relocates to Williams campus, shared facility with Urban Prep Bronzeville.",256,"609894","0","0","WILLIAMSES","Williams","Williams Multiplex Elementary School","(773) 534-9245","2710 S Dearborn St",60616,"DOUGLAS",41.84403809,-87.62859008,"District, non-alternative","Neighborhood Open Area","Level 3",0,98,1.2,0.4,0,0,0,0.4,0.78,1.13,0,0.4,"12.5",12.41,13.78,15.9,"87.11",87.97,94.88,96,868,884,772,0,221,275,284,274,270,313,276,254,266,256,17.5,13,4.5,390,"0.66","UNDERUTILIZED","390","325","260","-0.21","0.79","UNDERUTILIZED","yes","yes","yes","yes","yes","no","no","no","no","","no","yes","no","yes","yes","yes","yes","27.8",28.9,21,0,22.4,17.3,17.3,9.4,30.5,15.1,11,25.8,19.2,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252928&level=S","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"NDA","NDA","NDA","33","NDA","14","NDA","24","NDA","NDA","no data available","no data available","no data available","weak","no data available","very weak","no data available","weak","no data available","no data available",1,0,26.2,61.4,-1.9,-2.4,1
610265,"BANNEKER","Englewood","6656 S Normal Blvd","closure*","no","Banneker closes. Receiving school is Mays. Mays relocates to Banneker.",337,"610290","0","0","BANNEKER","Banneker","Benjamin Banneker Elementary School","(773) 535-3020","6656 S Normal Blvd",60621,"ENGLEWOOD",41.77275433,-87.63729464,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.5,1.2,0.3,0,0,0,0,0,0,0,0,"15.43",12.25,15.43,13.5,"89.32",99.01,95.06,96.1,537,534,563,533,541,617,472,432,394,378,356,324,302,337,31,23,8,690,"0.49","UNDERUTILIZED","690","575","460","-0.41","0.59","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","38.7",42.1,43.2,32.5,51.7,33.9,50.2,45.1,50.8,42.7,57.3,45.1,43.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252065&level=S","33","33","44","66","68","75",22,8,3,0,0,0,"50","47","49","56","61","72",22,3,6,0,11,7,"36","50",19,18,"58","70","NDA","NDA","NDA","NDA","NDA","NDA","35","66","neutral","strong","no data available","no data available","no data available","no data available","no data available","no data available","weak","strong",1,0,42.9,54.6,-1.1,-0.3,1
610266,"DUMAS TECH ACAD","Woodlawn","6650 S Ellis Ave","closure*","no","Dumas closes. Receiving school is Wadsworth. Wadsworth relocates to Dumas building.",331,"610213","0","0","DUMASTECHACAD","Dumas","Dumas Technology Academy","(773) 535-0750","6650 S Ellis Ave",60637,"WOODLAWN",41.77350389,-87.60105531,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.1,0,0,0,0.9,0,0,0,0,0,0,"10.27",11.29,10.13,9.04,"91.54",97.11,100,99.48,641,584,577,528,519,468,429,390,329,382,387,395,381,331,41,31,10,930,"0.36","UNDERUTILIZED","930","775","620","-0.57","0.43","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","41.4",33.8,38.5,31.9,45.7,34.7,34.7,31.2,34.5,32.7,34.5,28.2,35.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252176&level=S","23","31","46","51","50","54",18,21,3,0,0,0,"44","36","33","56","49","43",10,7,0,2,8,0,"30","31",23,13,"49","59","NDA","49","NDA","51","NDA","27","25","41","neutral","neutral","no data available","neutral","no data available","neutral","no data available","weak","weak","neutral",1,0,26.2,56,-0.1,-0.9,1
610336,"WILIAMS MIDDLE","Douglas","2710 S Dearborn St","closure*","no","Williams closes. Receiving school is Drake. Drake relocates to Williams campus, shared facility with Urban Prep Bronzeville.",127,"609894","0","0","WILIAMSMIDDLE","Williams Middle","Williams Preparatory Academy Middle School","(773) 534-9235","2710 S Dearborn St",60616,"DOUGLAS",41.84403809,-87.62859008,"District, non-alternative","Lottery/App","Level 3",0,99.2,0.8,0,0,0,0,0,0,0.8,0,0,"24.41",24.8,25.44,22.3,"98.43",98.4,96.49,98.2,0,0,0,0,124,120,108,127,114,117,112,114,125,127,11.5,8,3.5,240,"0.53","UNDERUTILIZED","276","230","184","-0.45","0.55","UNDERUTILIZED","yes","yes","yes","yes","yes","no","no","no","no","","","","","","","","","",0,0,0,16.5,12.6,15.7,14.1,16.9,6.1,11.8,14.8,20.3,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252932&level=S","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"48","67","NDA","NDA","NDA","NDA","NDA","NDA","42","52","neutral","strong","no data available","no data available","no data available","no data available","no data available","no data available","neutral","neutral",1,0,21.4,67.1,-1.7,-0.4,1
610395,"PERSHING WEST","Douglas","3200 S Calumet Ave","closure*","no","Pershing West closes. Receiving school is Pershing East, which relocates to Pershing West building.",240,"610126","0","0","PERSHINGWEST","Pershing West","Pershing West Middle School","(773) 534-9240","3200 S Calumet Ave",60616,"DOUGLAS",41.83649005,-87.61837372,"District, non-alternative","Neighborhood Open Area","Level 2",0,94.6,1.7,1.7,0.4,0.8,0,0.8,0.42,0.74,0,0.7,"14.17",13.75,16.36,16.3,"73.75",73.98,69.14,72.8,0,0,0,0,0,0,231,253,270,274,276,269,269,240,40,30,10,900,"0.27","UNDERUTILIZED","960","800","640","-0.7","0.3","UNDERUTILIZED","no","no","no","no","no","no","no","","","","","","","","","","","",0,0,0,0,0,6.2,1.6,4,5.4,6.6,14,12.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252940&level=S","","79","86","93","91","93",0,0,0,0,0,0,"","81","84","80","84","84",0,0,0,0,2,0,"67","87",2,4,"55","36","76","77","58","69","55","53","34","21","neutral","weak","strong","strong","neutral","strong","neutral","neutral","weak","weak",1,0,52.4,78.8,-0.5,-0.7,1
609888,"DODGE","East Garfield Park","2651 W Washington Blvd","co-location","yes","Dodge relocates to share building with Morton.",433,"0","0","0","DODGE","Dodge","Mary Mapes Dodge Elementary Renaissance Academy","(773) 534-6640","2651 W Washington Blvd",60612,"EAST GARFIELD PARK",41.88282068,-87.6930162,"District, non-alternative","Lottery/App","Level 2",0,99.1,0.9,0,0,0,0,0,0,0,0,0,"9.7%",0,0,0,"88.91%",0,0,0,0,0,0,0,389,426,417,457,459,432,471,458,434,433,0,21,7,630,"69%","UNDERUTILIZED","","","","","","","No","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","Yes","Yes","Yes","30.1",48.9,35.9,0,22.8,29.5,17.6,9.5,16.6,12.8,8.4,7,10.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252927&level=S","62","55","68","79","78","90",0,0,0,0,0,0,"77","79","84","91","96","88",0,0,0,0,0,0,"55","87",0,0,"73","68","77","58","83","76","61","43","68","74","strong","strong","strong","neutral","very strong","strong","strong","neutral","strong","strong",0,0,50,81.5,0.7,-1,3
609922,"BELMONT-CRAGIN","Belmont Cragin","2456 N Mango Ave","co-location","no","Belmont-Cragin K-8 relocates to share building with Northwest Middle. Belmont-Cragin building continues to house pre-k.",613,"0","0","0","BELMONTCRAGIN","Belmont-Cragin","Belmont-Cragin Elementary School"," (773) 534-2900","2456 N Mango Ave",60639,"BELMONT CRAGIN",41.92559567,-87.76984337,"District, non-alternative","Neighborhood Open Area","Level 3",0.3,1.8,77.3,0.7,0.7,15.7,0.2,3.4,0,0,0,0,"12.89%",0,0,0,"87.77%",0,0,0,0,0,0,252,268,267,254,265,261,626,632,632,634,613,0,14,5,420,"146%","OVERCROWDED","","","","","","","Yes","No","No","Yes","Yes","No","No","No","No","No","","","","","","","","",0,0,17.2,10.4,8.9,10.8,13.4,26.6,11,14.5,4.6,7.4,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252923&level=S","44","53","44","79","75","79",0,0,0,0,0,0,"81","83","72","67","82","82",0,0,0,0,0,0,"70","71",0,0,"66","72","45","69","53","53","81","74","67","72","strong","strong","neutral","strong","neutral","neutral","very strong","strong","strong","strong",0,0,47.6,75.1,-0.2,-0.2,3
609955,"GRESHAM","Auburn Gresham","8524 S Green St","co-location","no","Gresham shares building with Kwame Nkrumah Charter. ",341,"0","0","0","GRESHAM","Gresham","Walter Q Gresham Elementary School","(773) 535-3350","8524 S Green St",60620,"AUBURN GRESHAM",41.73891334,-87.64506169,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.8,0.6,0.3,0.3,0,0,0,0.29,0.28,0,0.2,"12.02",11.73,11.57,11.7,"92.38",93.58,97.69,98.9,684,687,735,766,719,700,573,502,443,453,443,389,358,341,39.5,30,9.5,900,"0.38","UNDERUTILIZED","900","750","600","-0.55","0.45","UNDERUTILIZED","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","23.1",26.1,32.1,22,34.1,34.3,28.1,28,38.1,29.2,29.3,29.9,40.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252231&level=S","50","33","51","57","46","70",16,2,2,0,0,0,"66","52","62","49","63","61",9,2,0,3,6,0,"35","63",17,23,"11","31","68","68","57","71","49","57","7","21","very weak","weak","strong","strong","neutral","strong","neutral","neutral","very weak","weak",0,2,35.7,58.3,-0.8,-1.7,3
610051,"NORTHWEST MIDDLE","Belmont Cragin","5252 W Palmer St","co-location","no","Northwest Middle shares building with Belmont-Cragin. Belmont-Cragin building continues to house pre-k.",692,"0","0","0","NORTHWESTMIDDLE","Northwest Middle","Northwest Middle School","(773) 534-3250","5252 W Palmer St",60639,"BELMONT CRAGIN",41.92053845,-87.75820003,"District, non-alternative","Neighborhood Open Area","Level 3",0.4,2.9,93.8,0.1,0.6,0,0,2.2,0,0,0,0,"8.96%",0,0,0,"97.69%",0,0,0,715,924,1068,1160,1148,1161,1135,1004,1008,966,908,816,758,692,0,35,11,1050,"66%","UNDERUTILIZED","","","","","","","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","","","","","27.4",20.5,20.1,20.5,23.7,22.2,28.5,21.2,15.9,13,12.6,10.9,10.7,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252915&level=S","NDA","NDA","NDA","62","61","66",0,0,0,0,0,0,"NDA","NDA","NDA","71","71","70",0,0,0,0,0,0,"NDA","66",0,0,"1","24","NDA","34","NDA","22","NDA","31","2","31","very weak","weak","no data available","weak","no data available","weak","no data available","weak","very weak","weak",0,0,35.7,69.3,-1.3,-1,3
610108,"O'TOOLE","West Englewood","6550 S Seeley Ave","co-location","no","O'Toole shares building with Englewood Montessori.",434,"0","0","0","O'TOOLE","O'Toole","Luke O'Toole Elementary School","(773) 535-9040","6550 S Seeley Ave",60636,"WEST ENGLEWOOD",41.77418952,-87.67513395,"District, non-alternative","Neighborhood Open Area","Level 2",0.2,95.6,3.7,0,0,0,0.2,0.2,0,0,0,0,"9.45",9.8,10.71,10.01,"93.78",98.43,99.64,99.25,830,890,883,816,678,618,789,772,727,746,669,560,510,434,44,33,11,990,"0.44","UNDERUTILIZED","990","825","660","-0.47","0.53","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","32.8",34.4,33.6,40.1,42.3,35.4,44,39.4,40.7,44.2,36.3,32.4,48.9,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252387&level=S","36","33","42","61","60","67",22,8,0,2,5,2,"44","50","50","73","63","75",27,11,1,2,7,2,"28","47",12,21,"40","49","NDA","49","NDA","34","NDA","24","33","43","neutral","neutral","no data available","neutral","no data available","weak","no data available","weak","weak","neutral",0,2,59.5,59.6,0.3,1.5,3
610146,"REVERE","Greater Grand Crossing","1010 E 72nd St","co-location","no","Revere shares building with Noble-Comer HS.",337,"0","0","0","REVERE","Revere","Paul Revere Elementary School","(773) 535-0618","1010 E 72nd St",60619,"GREATER GRAND CROSSING",41.76422335,-87.60017165,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.7,0.3,0,0,0,0,0,0,0,0,0,"9.79",7.5,7.89,6.9,"92.28",92.81,97.46,97.5,549,563,571,553,531,564,587,528,548,452,405,355,320,337,33,25,8,750,"0.45","UNDERUTILIZED","750","625","500","-0.46","0.54","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","yes","yes","no","no","no","no","22.5",26.2,32.4,25.2,31.6,27.6,20.6,20.4,30.8,27.9,24.1,23.2,26.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252423&level=S","41","47","45","50","57","84",13,5,0,0,2,0,"75","55","71","52","57","58",13,7,2,4,2,0,"37","48",22,16,"56","52","NDA","NDA","NDA","NDA","NDA","NDA","42","56","neutral","neutral","no data available","no data available","no data available","no data available","no data available","no data available","neutral","neutral",0,0,21.4,57.6,-0.5,-0.8,3
610257,"MORTON","Humboldt Park","431 N Troy St","co-location","no","Morton shares building with Dodge.",355,"0","0","0","MORTON","Morton","Morton School of Excellence","(773) 534-6791","431 N Troy St",60612,"HUMBOLDT PARK",41.88928666,-87.7049885,"District, non-alternative","Neighborhood Open Area","Level 1",0,95.5,4.2,0,0.3,0,0,0,0,0,0,0,"8.45%",0,0,0,"93.8%",0,0,0,0,0,0,0,311,301,262,395,278,284,278,317,344,355,0,26,8,780,"46%","UNDERUTILIZED","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","54.2",41.5,34.6,44.3,43,43.7,44.5,63.5,67.5,56.3,62.1,45.8,29.9,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252844&level=S","27","37","31","41","68","84",0,0,0,0,0,0,"48","57","46","62","81","93",0,0,0,0,0,0,"33","81",0,0,"63","67","86","79","95","74","49","45","66","60","strong","strong","very strong","strong","very strong","strong","neutral","neutral","strong","strong",0,0,83.3,78.2,1.7,2.4,3
610321,"MARSHALL MSMIDDLE","Irving Park","3900 N Lawndale Ave","co-location","no","Marshall Middle shares building with new Disney II HS.",431,"0","0","0","MARSHALLMSMIDDLE","Marshall, T.","Thurgood Marshall Middle School","(773) 534-5200","3900 N Lawndale Ave",60618,"IRVING PARK",41.9520236,-87.72035833,"District, non-alternative","Neighborhood Open Area","Level 3",2.1,5.1,87.2,0.7,0.5,0.2,0.5,3.7,0,0,0,0,"16.71%",0,0,0,"97.91%",0,0,0,666,675,672,657,650,498,432,407,374,665,648,548,434,431,0,32,10.5,810,"53%","UNDERUTILIZED","","","","","","","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","26.9",21.3,21.3,21.2,23.4,23.3,23.4,22.8,16.1,15.2,12.9,16.1,14.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252882&level=S","NDA","NDA","NDA","NDA","59","76",0,0,0,0,0,0,"NDA","NDA","NDA","NDA","75","73",0,0,0,0,0,0,"NDA","69",0,0,"1","17","NDA","40","NDA","16","NDA","29","11","28","very weak","very weak","no data available","neutral","no data available","very weak","no data available","weak","very weak","weak",4,0,23.8,71.4,-0.6,-1.6,3
609791,"BASS","Englewood","1140 W 66th St","receiving school","no","Bass is the receving school for Woods.",336,"0","0","0","BASS","Bass","Perkins Bass Elementary School","(773) 535-3275","1140 W 66th St",60621,"ENGLEWOOD",41.77427377,-87.65354234,"District, non-alternative","Neighborhood Open Area","Level 2",0,98.5,0.9,0.6,0,0,0,0,0,0,0,0,"7.44%",0,0,0,"91.07%",0,0,0,804,752,789,738,779,779,714,659,578,508,410,429,367,336,0,27,9,810,"41%","UNDERUTILIZED","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","51.3",46.1,43.2,37.4,37.2,44.6,39.5,53.8,61.2,48.3,36.1,45.1,46.3,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252069&level=S","NDA","NDA","NDA","NDA","NDA","NDA",0,0,0,0,0,0,"NDA","NDA","NDA","NDA","NDA","NDA",0,0,0,0,0,0,"NDA","NDA",0,0,"57","NDA","52","NDA","42","NDA","50","NDA","47","NDA","neutral","no data available","neutral","no data available","neutral","no data available","neutral","no data available","neutral","no data available",0,1,59.5,69.9,0.6,3.4,2
609793,"NICHOLSON","Englewood","6006 S Peoria St","receiving school","no","Nicholson is the receiving school for Bontemps.",469,"0","0","0","NICHOLSON","Nicholson","Nicholson Technology Academy","(773) 535-3285","6006 S Peoria St",60621,"ENGLEWOOD",41.7849277,-87.64748868,"District, non-alternative","Neighborhood Open Area","Level 1",0,99.4,0.2,0.2,0,0,0.2,0,0,0,0,0,"10.23%",0,0,0,"91.9%",0,0,0,707,745,792,830,752,708,617,468,465,405,474,474,464,469,0,31,10.5,930,"50%","UNDERUTILIZED","","","","","","","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","36.1",36.6,41,44.1,61.2,39.9,36.8,38.9,48.2,34.4,39.5,38.7,45.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252072&level=S","39","37","32","53","56","84",0,0,0,0,0,0,"61","76","83","85","95","97",0,0,0,0,0,0,"43","80",0,0,"73","89","42","50","39","42","38","33","74","95","strong","very strong","neutral","neutral","weak","neutral","weak","weak","strong","very strong",0,1,81,82,2.2,4.1,2
609808,"HALEY","Roseland","11411 S Eggleston Ave","receiving school","no","Haley is the receiving school for West Pullman.",529,"0","0","0","HALEY","Haley","Alex Haley Elementary Academy","(773) 535-5340","11411 S Eggleston Ave",60628,"ROSELAND",41.68663682,-87.63359476,"District, non-alternative","Neighborhood Open Area","Level 2",0,99.1,0.6,0.2,0,0.2,0,0,0,0,0,0,"10.21%",0,0,0,"95.46%",0,0,0,0,894,926,902,883,845,804,755,667,600,553,512,524,529,0,29,9.5,870,"61%","UNDERUTILIZED","","","","","","","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","32.9",34.3,43.2,41.5,40.1,43.6,38.6,43.9,51.9,36.5,33.2,33,43.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252092&level=S","38","46","67","72","67","89",0,0,0,0,0,0,"55","58","67","72","84","82",0,0,0,0,0,0,"63","77",0,0,"60","NDA","NDA","NDA","NDA","NDA","NDA","NDA","58","NDA","strong","no data available","no data available","no data available","no data available","no data available","no data available","no data available","neutral","no data available",0,1,54.8,69.5,1.4,1.6,2
609826,"CASTELLANOS MIDDLE","South Lawndale","2524 S Central Park Ave","receiving school","no","Castellanos is a receving school for Paderewski.",545,"0","0","0","CASTELLANOSMIDDLE","Castellanos","Rosario Castellanos Elementary School","(773) 534-1620","2524 S Central Park Ave",60623,"SOUTH LAWNDALE",41.84544296,-87.71496352,"District, non-alternative","Neighborhood Open Area","Level 2",0,1.1,98.7,0.2,0,0,0,0,0,0,0,0,"14.13%",0,0,0,"99.27%",0,0,0,0,821,815,796,822,690,641,587,582,554,580,545,525,545,0,20,6.5,600,"91%","EFFICIENT","","","","","","","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","30.4",25.7,23.4,23.2,17.9,21.1,15.7,16.2,14.2,7,10,12.6,13.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252106&level=S","NDA","33","39","55","59","78",0,0,0,0,0,0,"NDA","52","55","69","72","80",0,0,0,0,0,0,"26","53",0,0,"20","44","17","22","31","23","27","26","34","47","weak","neutral","very weak","weak","weak","weak","weak","weak","weak","neutral",0,1,52.4,69.6,-0.2,-0.2,2
609852,"CHAPPELL","Lincoln Square","2135 W Foster Ave","receiving school","no","Chappell is a receiving school for Trumbull.",493,"0","0","0","CHAPPELL","Chappell","Eliza Chappell Elementary School","(773) 534-2390","2135 W Foster Ave",60625,"LINCOLN SQUARE",41.975867,-87.68325438,"District, non-alternative","Neighborhood Open Area","Level 1",14,4.9,61.5,3.2,0.6,0.6,0,15.2,0,0,0,0,"18.86%",0,0,0,"76.47%",0,0,0,580,568,514,526,554,533,417,398,407,423,438,450,446,493,0,23,7,690,"71%","UNDERUTILIZED","","","","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","29.7",27.3,23.1,22.5,27.5,29.3,20.6,13.3,18.8,8,12.1,9.8,15.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252129&level=S","77","65","51","83","81","89",0,0,0,0,0,0,"82","71","76","81","81","95",0,0,0,0,0,0,"69","86",0,0,"51","68","56","69","48","68","65","72","53","86","neutral","strong","neutral","strong","neutral","strong","strong","strong","neutral","very strong",0,1,88.1,86.3,0.9,1.3,2
609854,"CHOPIN","West Town","2450 W Rice St","receiving school","no","Chopin is the receiving school for LaFayette.",267,"0","0","0","CHOPIN","Chopin","Frederic Chopin Elementary School","(773) 534-4080","2450 W Rice St",60622,"WEST TOWN",41.89674048,-87.68890154,"District, non-alternative","Neighborhood Open Area","Level 1",0.7,8.2,79,0,0.7,6.7,1.1,3.4,0,0,0,0,"15.36%",0,0,0,"83.52%",0,0,0,619,611,571,561,406,327,292,269,269,313,296,309,267,267,0,24,8.5,720,"37%","UNDERUTILIZED","","","","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","27.5",22,25.9,25.9,47.3,21.2,24.1,28.5,17.6,28.7,13.7,15.6,20.6,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252155&level=S","47","41","65","100","100","95",0,0,0,0,0,0,"79","61","79","100","100","95",0,0,0,0,0,0,"32","87",0,0,"99","99","97","82","99","94","99","75","99","99","very strong","very strong","very strong","very strong","very strong","very strong","very strong","strong","very strong","very strong",0,1,76.2,91.3,1.2,0.8,2
