ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
1451,1451,20,4,20004,17,31,842600,17031842600,8426,Census Tract 8426,0.000009,22.50%,2.26%,31,24,6,18,5,84,7,5,1,4,1,19,2014,149,1524,405,2,0,1,38,4133,45,3,34,9,0,0,0,1,93,Mixed,74293,6909249,29454,"$20,000 - $40,000",19,1767,9,0% - 20%
1452,1452,20,4,20004,17,31,611000,17031611000,6110,Census Tract 6110,0.000024,60.00%,39.34%,31,24,6,18,5,84,19,14,4,11,3,50,11,811,257,2,0,0,7,10,1098,4,319,101,1,0,0,3,4,432,AA,21007,9075024,29454,"$20,000 - $40,000",7,3024,9,0% - 20%
1453,1453,20,5,20005,17,31,834400,17031834400,8344,Census Tract 8344,0.000001,4.00%,1.56%,68,65,13,60,11,217,3,3,1,2,0,9,159,3383,88,22,9,0,6,105,3772,2,53,1,0,0,0,0,2,59,AA,50197,2961623,37781,"$20,000 - $40,000",36,2124,16,0% - 20%
1454,1454,20,5,20005,17,31,420800,17031420800,4208,Census Tract 4208,0.000024,96.00%,64.86%,68,65,13,60,11,217,65,62,12,58,11,208,40,2115,26,4,0,0,0,28,2213,26,1372,17,3,0,0,0,18,1435,AA,37270,53482450,37781,"$20,000 - $40,000",15,21525,16,0% - 20%
1455,1455,20,6,20006,17,31,843800,17031843800,8438,Census Tract 8438,0.000009,29.03%,6.34%,42,23,2,22,5,94,12,7,1,6,1,27,486,1104,380,107,9,0,0,24,2110,31,70,24,7,1,0,0,2,134,AA,51766,6936644,46028,"$40,000 - $60,000",10,1340,4,0% - 20%
1456,1456,20,6,20006,17,31,834700,17031834700,8347,Census Tract 8347,0.000022,70.97%,30.56%,42,23,2,22,5,94,30,16,1,16,4,67,5,1998,41,1,11,0,4,18,2078,2,610,13,0,3,0,1,5,635,AA,44817,28458795,46028,"$40,000 - $60,000",3,1905,4,0% - 20%
1457,1457,20,7,20007,17,31,834500,17031834500,8345,Census Tract 8345,0.000007,21.21%,14.29%,67,41,10,41,10,169,14,9,2,9,2,36,7,1437,12,0,1,0,0,18,1475,1,205,2,0,0,0,0,3,211,AA,27463,5794693,20618,"$20,000 - $40,000",13,2743,9,0% - 20%
1458,1458,20,7,20007,17,31,400800,17031400800,4008,Census Tract 4008,0.000026,78.79%,49.06%,67,41,10,41,10,169,53,32,8,32,8,133,8,2644,9,2,7,0,1,30,2701,4,1297,4,1,3,0,0,15,1325,AA,19528,25874600,20618,"$20,000 - $40,000",8,10600,9,0% - 20%
1459,1459,20,8,20008,17,31,421200,17031421200,4212,Census Tract 4212,0.000024,100.00%,68.57%,108,59,8,43,11,229,108,59,8,43,11,229,3,1351,15,0,2,0,0,9,1380,2,926,10,0,1,0,0,6,946,AA,29214,27636444,29214,"$20,000 - $40,000",6,5676,6,0% - 20%
1460,1460,20,9,20009,17,31,420800,17031420800,4208,Census Tract 4208,0.000004,17.39%,10.81%,115,55,8,74,17,269,20,10,1,13,3,47,40,2115,26,4,0,0,0,28,2213,4,229,3,0,0,0,0,3,239,AA,37270,8907530,47924,"$40,000 - $60,000",15,3585,32,20% - 40%
1461,1461,20,9,20009,17,31,834400,17031834400,8344,Census Tract 8344,0.000019,82.61%,29.69%,115,55,8,74,17,269,95,45,7,61,14,222,159,3383,88,22,9,0,6,105,3772,47,1004,26,7,3,0,2,31,1120,AA,50197,56220640,47924,"$40,000 - $60,000",36,40320,32,20% - 40%
1462,1462,20,10,20010,17,31,690500,17031690500,6905,Census Tract 6905,0.000005,15.63%,14.29%,69,39,5,34,12,159,11,6,1,5,2,25,6,858,6,0,0,0,2,5,877,1,123,1,0,0,0,0,1,125,AA,54528,6816000,37696,"$20,000 - $40,000",32,4000,15,0% - 20%
1463,1463,20,10,20010,17,31,421200,17031421200,4212,Census Tract 4212,0.000007,21.88%,20.00%,69,39,5,34,12,159,15,9,1,7,3,35,3,1351,15,0,2,0,0,9,1380,1,270,3,0,0,0,0,2,276,AA,29214,8063064,37696,"$20,000 - $40,000",6,1656,15,0% - 20%
1464,1464,20,10,20010,17,31,420700,17031420700,4207,Census Tract 4207,0.00002,62.50%,28.57%,69,39,5,34,12,159,43,24,3,21,8,99,12,3186,38,1,4,0,2,18,3261,3,910,11,0,1,0,1,5,932,AA,37950,35369400,37696,"$20,000 - $40,000",15,13980,15,0% - 20%
1465,1465,20,11,20011,17,31,400400,17031400400,4004,Census Tract 4004,0.000027,100.00%,77.14%,97,61,12,64,15,249,97,61,12,64,15,249,10,1898,17,2,2,0,0,26,1955,8,1464,13,2,2,0,0,20,1508,AA,38249,57679492,38249,"$20,000 - $40,000",16,24128,16,0% - 20%
1466,1466,20,12,20012,17,31,400400,17031400400,4004,Census Tract 4004,0.000001,5.00%,2.86%,45,31,6,27,5,114,2,2,0,1,0,6,10,1898,17,2,2,0,0,26,1955,0,54,0,0,0,0,0,1,56,AA,38249,2141944,30342,"$20,000 - $40,000",16,896,13,0% - 20%
1467,1467,20,12,20012,17,31,400500,17031400500,4005,Census Tract 4005,0.000009,45.00%,25.00%,45,31,6,27,5,114,20,14,3,12,2,51,12,2194,25,2,1,0,0,24,2258,3,548,6,0,0,0,0,6,564,AA,31093,17536452,30342,"$20,000 - $40,000",12,6768,13,0% - 20%
1468,1468,20,12,20012,17,31,834500,17031834500,8345,Census Tract 8345,0.00001,50.00%,20.41%,45,31,6,27,5,114,22,16,3,14,2,57,7,1437,12,0,1,0,0,18,1475,1,293,2,0,0,0,0,4,301,AA,27463,8266363,30342,"$20,000 - $40,000",13,3913,13,0% - 20%
1469,1469,20,13,20013,17,31,681000,17031681000,6810,Census Tract 6810,0.000007,14.58%,10.00%,108,77,4,47,10,246,16,11,1,7,1,36,7,3409,39,3,1,0,0,39,3498,1,341,4,0,0,0,0,4,350,AA,29440,10304000,27373,"$20,000 - $40,000",9,3150,10,0% - 20%
1470,1470,20,13,20013,17,31,680900,17031680900,6809,Census Tract 6809,0.000041,85.42%,36.28%,108,77,4,47,10,246,92,66,3,40,9,210,23,3871,46,29,12,0,3,35,4019,8,1405,17,11,4,0,1,13,1458,AA,26877,39186666,27373,"$20,000 - $40,000",10,14580,10,0% - 20%
1471,1471,20,14,20014,17,31,420600,17031420600,4206,Census Tract 4206,0.000002,1.60%,7.41%,86,42,2,30,9,169,1,1,0,0,0,3,22,2140,19,4,2,0,0,32,2219,2,159,1,0,0,0,0,2,164,AA,36671,6014044,39079,"$20,000 - $40,000",18,2952,19,0% - 20%
1472,1472,20,14,20014,17,31,420500,17031420500,4205,Census Tract 4205,0.000009,7.20%,34.62%,86,42,2,30,9,169,6,3,0,2,1,12,25,2521,32,6,0,0,2,38,2624,9,873,11,2,0,0,1,13,908,AA,31309,28428572,39079,"$20,000 - $40,000",16,14528,19,0% - 20%
1473,1473,20,14,20014,17,31,400300,17031400300,4003,Census Tract 4003,0.000114,91.20%,71.70%,86,42,2,30,9,169,78,38,2,27,8,154,8,1522,20,2,0,0,1,14,1567,6,1091,14,1,0,0,1,10,1124,AA,45708,51375792,39079,"$20,000 - $40,000",22,24728,19,0% - 20%
1474,1474,20,15,20015,17,31,842600,17031842600,8426,Census Tract 8426,0.000018,32.73%,4.51%,26,4,3,103,5,141,9,1,1,34,2,46,2014,149,1524,405,2,0,1,38,4133,91,7,69,18,0,0,0,2,186,Mixed,74293,13818498,36585,"$20,000 - $40,000",19,3534,6,0% - 20%
1475,1475,20,15,20015,17,31,611200,17031611200,6112,Census Tract 6112,0.000018,32.73%,51.43%,26,4,3,103,5,141,9,1,1,34,2,46,102,680,1997,21,5,0,4,15,2824,52,350,1027,11,3,0,2,8,1452,Hisp,37938,55085976,36585,"$20,000 - $40,000",6,8712,6,0% - 20%
1476,1476,20,15,20015,17,31,611100,17031611100,6111,Census Tract 6111,0.000019,34.55%,54.29%,26,4,3,103,5,141,9,1,1,36,2,49,105,539,2227,10,17,0,8,16,2922,57,293,1209,5,9,0,4,9,1586,Hisp,30924,49045464,36585,"$20,000 - $40,000",5,7930,6,0% - 20%
1477,1477,20,16,20016,17,31,420400,17031420400,4204,Census Tract 4204,0.000023,100.00%,88.46%,99,50,12,85,9,255,99,50,12,85,9,255,243,906,38,104,4,0,2,32,1329,215,801,34,92,4,0,2,28,1176,AA,40287,47377512,40287,"$40,000 - $60,000",44,51744,44,40% - 60%
1478,1478,20,17,20017,17,31,611000,17031611000,6110,Census Tract 6110,0.000002,5.71%,3.28%,54,23,5,32,6,120,3,1,0,2,0,7,11,811,257,2,0,0,7,10,1098,0,27,8,0,0,0,0,0,36,AA,21007,756252,34301,"$20,000 - $40,000",7,252,6,0% - 20%
1479,1479,20,17,20017,17,31,611100,17031611100,6111,Census Tract 6111,0.000016,45.71%,45.71%,54,23,5,32,6,120,25,11,2,15,3,55,105,539,2227,10,17,0,8,16,2922,48,246,1018,5,8,0,4,7,1336,Hisp,30924,41314464,34301,"$20,000 - $40,000",5,6680,6,0% - 20%
1480,1480,20,17,20017,17,31,611200,17031611200,6112,Census Tract 6112,0.000017,48.57%,48.57%,54,23,5,32,6,120,26,11,2,16,3,58,102,680,1997,21,5,0,4,15,2824,50,330,970,10,2,0,2,7,1372,Hisp,37938,52050936,34301,"$20,000 - $40,000",6,8232,6,0% - 20%
1481,1481,20,18,20018,17,31,420700,17031420700,4207,Census Tract 4207,0.000024,100.00%,34.29%,73,46,6,26,13,164,73,46,6,26,13,164,12,3186,38,1,4,0,2,18,3261,4,1092,13,0,1,0,1,6,1118,AA,37950,42428100,37950,"$20,000 - $40,000",15,16770,15,0% - 20%
1482,1482,20,19,20019,17,31,420600,17031420600,4206,Census Tract 4206,0.000016,100.00%,59.26%,93,61,5,44,18,221,93,61,5,44,18,221,22,2140,19,4,2,0,0,32,2219,13,1268,11,2,1,0,0,19,1315,AA,36671,48222365,36671,"$20,000 - $40,000",18,23670,18,0% - 20%
1483,1483,20,20,20020,17,31,611400,17031611400,6114,Census Tract 6114,0.000006,18.18%,16.67%,25,14,4,76,0,119,5,3,1,14,0,22,119,282,3670,7,0,0,6,21,4105,20,47,612,1,0,0,1,4,684,Hisp,29308,20046672,34516,"$20,000 - $40,000",3,2052,5,0% - 20%
1484,1484,20,20,20020,17,31,611300,17031611300,6113,Census Tract 6113,0.000027,81.82%,77.14%,25,14,4,76,0,119,20,11,3,62,0,97,148,445,2943,7,0,0,2,11,3556,114,343,2270,5,0,0,2,8,2743,Hisp,35815,98240545,34516,"$20,000 - $40,000",6,16458,5,0% - 20%
1485,1485,20,21,20021,17,31,670100,17031670100,6701,Census Tract 6701,0.000001,1.56%,2.86%,63,44,5,39,9,160,1,1,0,1,0,2,9,1453,32,3,5,0,0,14,1516,0,42,1,0,0,0,0,0,43,AA,40965,1761495,33640,"$20,000 - $40,000",14,602,9,0% - 20%
1486,1486,20,21,20021,17,31,670200,17031670200,6702,Census Tract 6702,0.000001,1.56%,2.78%,63,44,5,39,9,160,1,1,0,1,0,2,0,1327,34,2,0,0,1,16,1380,0,37,1,0,0,0,0,0,38,AA,26348,1001224,33640,"$20,000 - $40,000",0,0,9,0% - 20%
1487,1487,20,21,20021,17,31,680500,17031680500,6805,Census Tract 6805,0.000001,1.56%,2.78%,63,44,5,39,9,160,1,1,0,1,0,2,9,1444,18,0,0,1,1,8,1481,0,40,0,0,0,0,0,0,41,AA,30211,1238651,33640,"$20,000 - $40,000",5,205,9,0% - 20%
1488,1488,20,21,20021,17,31,612000,17031612000,6120,Census Tract 6120,0.000004,6.25%,11.43%,63,44,5,39,9,160,4,3,0,2,1,10,17,1427,78,0,5,0,4,14,1545,2,163,9,0,1,0,0,2,177,AA,27769,4915113,33640,"$20,000 - $40,000",9,1593,9,0% - 20%
1489,1489,20,21,20021,17,31,611900,17031611900,6119,Census Tract 6119,0.000057,89.06%,80.28%,63,44,5,39,9,160,56,39,4,35,8,143,29,1703,295,0,0,0,1,17,2045,23,1367,237,0,0,0,1,14,1642,AA,34336,56379712,33640,"$20,000 - $40,000",9,14778,9,0% - 20%
1490,1490,20,22,20022,17,31,420200,17031420200,4202,Census Tract 4202,0.000001,2.27%,3.23%,120,49,14,83,22,288,3,1,0,2,0,7,275,1275,42,84,4,0,4,39,1723,9,41,1,3,0,0,0,1,56,AA,43825,2454200,49618,"$40,000 - $60,000",51,2856,38,20% - 40%
1491,1491,20,22,20022,17,31,843900,17031843900,8439,Census Tract 8439,0.000018,40.91%,10.78%,120,49,14,83,22,288,49,20,6,34,9,118,119,3246,63,40,13,0,10,42,3533,13,350,7,4,1,0,1,5,381,AA,48229,18375249,49618,"$40,000 - $60,000",42,16002,38,20% - 40%
1492,1492,20,22,20022,17,31,834400,17031834400,8344,Census Tract 8344,0.000025,56.82%,39.06%,120,49,14,83,22,288,68,28,8,47,13,164,159,3383,88,22,9,0,6,105,3772,62,1321,34,9,4,0,2,41,1473,AA,50197,73940181,49618,"$40,000 - $60,000",36,53028,38,20% - 40%
1493,1493,20,23,20023,17,31,400800,17031400800,4008,Census Tract 4008,0.000027,100.00%,50.94%,100,70,7,53,16,246,100,70,7,53,16,246,8,2644,9,2,7,0,1,30,2701,4,1347,5,1,4,0,1,15,1376,AA,19528,26870528,19528,"$0 - $20,000",8,11008,8,0% - 20%
1494,1494,20,24,20024,17,31,420400,17031420400,4204,Census Tract 4204,0.000003,16.67%,11.54%,83,37,7,70,12,209,14,6,1,12,2,35,243,906,38,104,4,0,2,32,1329,28,105,4,12,0,0,0,4,153,AA,40287,6163911,62691,"$60,000 - $80,000",44,6732,41,40% - 60%
1495,1495,20,24,20024,17,31,420300,17031420300,4203,Census Tract 4203,0.000015,83.33%,55.56%,83,37,7,70,12,209,69,31,6,58,10,174,775,1160,169,302,3,0,3,76,2488,431,644,94,168,2,0,2,42,1382,Mixed,65171,90066322,62691,"$60,000 - $80,000",41,56662,41,40% - 60%
1496,1496,20,25,20025,17,31,612000,17031612000,6120,Census Tract 6120,0.000022,100.00%,62.86%,65,62,7,40,16,190,65,62,7,40,16,190,17,1427,78,0,5,0,4,14,1545,11,897,49,0,3,0,3,9,971,AA,27769,26963699,27769,"$20,000 - $40,000",9,8739,9,0% - 20%
1497,1497,20,26,20026,17,31,420100,17031420100,4201,Census Tract 4201,0.000007,25.93%,7.87%,92,41,11,74,13,231,24,11,3,19,3,60,34,1371,13,0,1,0,5,17,1441,3,108,1,0,0,0,0,1,113,AA,31831,3596903,42719,"$40,000 - $60,000",13,1469,47,40% - 60%
1498,1498,20,26,20026,17,31,420200,17031420200,4202,Census Tract 4202,0.00002,74.07%,64.52%,92,41,11,74,13,231,68,30,8,55,10,171,275,1275,42,84,4,0,4,39,1723,177,823,27,54,3,0,3,25,1112,AA,43825,48733400,42719,"$40,000 - $60,000",51,56712,47,40% - 60%
1499,1499,20,27,20027,17,31,834600,17031834600,8346,Census Tract 8346,0.000033,100.00%,19.53%,53,49,3,24,9,138,53,49,3,24,9,138,26,3671,47,0,1,0,1,32,3778,5,717,9,0,0,0,0,6,738,AA,37264,27500832,37264,"$20,000 - $40,000",8,5904,8,0% - 20%
1500,1500,20,28,20028,17,31,690500,17031690500,6905,Census Tract 6905,0.000002,7.41%,5.71%,63,49,5,36,8,161,5,4,0,3,1,12,6,858,6,0,0,0,2,5,877,0,49,0,0,0,0,0,0,50,AA,54528,2726400,34580,"$20,000 - $40,000",32,1600,16,0% - 20%
1501,1501,20,28,20028,17,31,690400,17031690400,6904,Census Tract 6904,0.000009,33.33%,13.04%,63,49,5,36,8,161,21,16,2,12,3,54,11,3365,46,4,6,0,7,25,3464,1,439,6,1,1,0,1,3,452,AA,40827,18453804,34580,"$20,000 - $40,000",18,8136,16,0% - 20%
1502,1502,20,28,20028,17,31,842500,17031842500,8425,Census Tract 8425,0.000016,59.26%,13.79%,63,49,5,36,8,161,37,29,3,21,5,95,7,2401,20,7,5,0,1,10,2451,1,331,3,1,1,0,0,1,338,AA,23275,7866950,34580,"$20,000 - $40,000",10,3380,16,0% - 20%
1503,1503,20,29,20029,17,31,842500,17031842500,8425,Census Tract 8425,0.000005,11.63%,4.31%,124,97,5,47,19,292,14,11,1,5,2,34,7,2401,20,7,5,0,1,10,2451,0,103,1,0,0,0,0,0,106,AA,23275,2467150,26615,"$20,000 - $40,000",10,1060,10,0% - 20%
1504,1504,20,29,20029,17,31,680900,17031680900,6809,Census Tract 6809,0.000038,88.37%,33.63%,124,97,5,47,19,292,110,86,4,42,17,258,23,3871,46,29,12,0,3,35,4019,8,1302,15,10,4,0,1,12,1352,AA,26877,36337704,26615,"$20,000 - $40,000",10,13520,10,0% - 20%
1505,1505,20,30,20030,17,31,834600,17031834600,8346,Census Tract 8346,0.000035,100.00%,20.71%,55,24,3,20,9,111,55,24,3,20,9,111,26,3671,47,0,1,0,1,32,3778,5,760,10,0,0,0,0,7,782,AA,37264,29140448,37264,"$20,000 - $40,000",8,6256,8,0% - 20%
1506,1506,20,31,20031,17,31,400400,17031400400,4004,Census Tract 4004,0.000003,10.71%,8.57%,98,64,6,42,9,219,10,7,1,4,1,23,10,1898,17,2,2,0,0,26,1955,1,163,1,0,0,0,0,2,168,AA,38249,6425832,31786,"$20,000 - $40,000",16,2688,12,0% - 20%
1507,1507,20,31,20031,17,31,400500,17031400500,4005,Census Tract 4005,0.000025,89.29%,69.44%,98,64,6,42,9,219,88,57,5,38,8,196,12,2194,25,2,1,0,0,24,2258,8,1524,17,1,1,0,0,17,1568,AA,31093,48753824,31786,"$20,000 - $40,000",12,18816,12,0% - 20%
1508,1508,20,32,20032,17,31,680500,17031680500,6805,Census Tract 6805,0.000001,2.78%,2.78%,104,64,1,41,10,220,3,2,0,1,0,6,9,1444,18,0,0,1,1,8,1481,0,40,0,0,0,0,0,0,41,AA,30211,1238651,45148,"$40,000 - $60,000",5,205,9,0% - 20%
1509,1509,20,32,20032,17,31,612000,17031612000,6120,Census Tract 6120,0.000002,5.56%,5.71%,104,64,1,41,10,220,6,4,0,2,1,12,17,1427,78,0,5,0,4,14,1545,1,82,4,0,0,0,0,1,88,AA,27769,2443672,45148,"$40,000 - $60,000",9,792,9,0% - 20%
1510,1510,20,32,20032,17,31,834700,17031834700,8347,Census Tract 8347,0.000006,16.67%,8.33%,104,64,1,41,10,220,17,11,0,7,2,37,5,1998,41,1,11,0,4,18,2078,0,166,3,0,1,0,0,2,173,AA,44817,7753341,45148,"$40,000 - $60,000",3,519,9,0% - 20%
1511,1511,20,32,20032,17,31,612100,17031612100,6121,Census Tract 6121,0.000027,75.00%,75.00%,104,64,1,41,10,220,78,48,1,31,8,165,17,1381,51,0,5,0,1,15,1470,13,1036,38,0,4,0,1,11,1102,AA,47143,51951586,45148,"$40,000 - $60,000",10,11020,9,0% - 20%
1512,1512,20,33,20033,17,31,420700,17031420700,4207,Census Tract 4207,0.000022,100.00%,31.43%,63,28,3,38,4,136,63,28,3,38,4,136,12,3186,38,1,4,0,2,18,3261,4,1001,12,0,1,0,1,6,1025,AA,37950,38898750,37950,"$20,000 - $40,000",15,15375,15,0% - 20%
1513,1513,20,34,20034,17,31,420200,17031420200,4202,Census Tract 4202,0.00001,45.45%,32.26%,75,49,12,122,9,267,34,22,5,55,4,121,275,1275,42,84,4,0,4,39,1723,89,411,14,27,1,0,1,13,556,AA,43825,24366700,58030,"$40,000 - $60,000",51,28356,44,40% - 60%
1514,1514,20,34,20034,17,31,420300,17031420300,4203,Census Tract 4203,0.000012,54.55%,44.44%,75,49,12,122,9,267,41,27,7,67,5,146,775,1160,169,302,3,0,3,76,2488,344,516,75,134,1,0,1,34,1106,Mixed,65171,72079126,58030,"$40,000 - $60,000",41,45346,44,40% - 60%
1515,1515,20,35,20035,17,31,680900,17031680900,6809,Census Tract 6809,0.000002,2.30%,1.77%,49,37,5,32,8,131,1,1,0,1,0,3,23,3871,46,29,12,0,3,35,4019,0,69,1,1,0,0,0,1,71,AA,26877,1908267,25615,"$20,000 - $40,000",10,710,11,0% - 20%
1516,1516,20,35,20035,17,31,690400,17031690400,6904,Census Tract 6904,0.000002,2.30%,2.90%,49,37,5,32,8,131,1,1,0,1,0,3,11,3365,46,4,6,0,7,25,3464,0,98,1,0,0,0,0,1,100,AA,40827,4082700,25615,"$20,000 - $40,000",18,1800,11,0% - 20%
1517,1517,20,35,20035,17,31,420700,17031420700,4207,Census Tract 4207,0.000004,4.60%,5.71%,49,37,5,32,8,131,2,2,0,1,0,6,12,3186,38,1,4,0,2,18,3261,1,182,2,0,0,0,0,1,186,AA,37950,7058700,25615,"$20,000 - $40,000",15,2790,11,0% - 20%
1518,1518,20,35,20035,17,31,842500,17031842500,8425,Census Tract 8425,0.000079,90.80%,68.10%,49,37,5,32,8,131,44,34,5,29,7,119,7,2401,20,7,5,0,1,10,2451,5,1635,14,5,3,0,1,7,1669,AA,23275,38845975,25615,"$20,000 - $40,000",10,16690,11,0% - 20%
1519,1519,20,36,20036,17,31,834800,17031834800,8348,Census Tract 8348,0.000009,33.33%,13.85%,34,29,2,13,2,80,11,10,1,4,1,27,3,1894,21,0,4,0,1,30,1953,0,262,3,0,1,0,0,4,270,AA,24518,6619860,37879,"$20,000 - $40,000",3,810,3,0% - 20%
1520,1520,20,36,20036,17,31,834700,17031834700,8347,Census Tract 8347,0.000018,66.67%,25.00%,34,29,2,13,2,80,23,19,1,9,1,53,5,1998,41,1,11,0,4,18,2078,1,500,10,0,3,0,1,4,520,AA,44817,23304840,37879,"$20,000 - $40,000",3,1560,3,0% - 20%
1521,1521,20,37,20037,17,31,842500,17031842500,8425,Census Tract 8425,0.000011,18.03%,9.48%,31,17,0,20,11,79,6,3,0,4,2,14,7,2401,20,7,5,0,1,10,2451,1,228,2,1,0,0,0,1,232,AA,23275,5399800,30860,"$20,000 - $40,000",10,2320,10,0% - 20%
1522,1522,20,37,20037,17,31,834500,17031834500,8345,Census Tract 8345,0.000022,36.07%,44.90%,31,17,0,20,11,79,11,6,0,7,4,28,7,1437,12,0,1,0,0,18,1475,3,645,5,0,0,0,0,8,662,AA,27463,18180506,30860,"$20,000 - $40,000",13,8606,10,0% - 20%
1523,1523,20,37,20037,17,31,834600,17031834600,8346,Census Tract 8346,0.000028,45.90%,16.57%,31,17,0,20,11,79,14,8,0,9,5,36,26,3671,47,0,1,0,1,32,3778,4,608,8,0,0,0,0,5,626,AA,37264,23327264,30860,"$20,000 - $40,000",8,5008,10,0% - 20%
1524,1524,20,38,20038,17,31,843800,17031843800,8438,Census Tract 8438,0.000021,100.00%,14.79%,40,23,2,18,4,87,40,23,2,18,4,87,486,1104,380,107,9,0,0,24,2110,72,163,56,16,1,0,0,4,312,AA,51766,16150992,51766,"$40,000 - $60,000",10,3120,10,0% - 20%
1525,1525,20,39,20039,17,31,843800,17031843800,8438,Census Tract 8438,0.000002,4.00%,1.41%,8,14,2,11,1,36,0,1,0,0,0,1,486,1104,380,107,9,0,0,24,2110,7,16,5,2,0,0,0,0,30,AA,51766,1552980,37658,"$20,000 - $40,000",10,300,8,0% - 20%
1526,1526,20,39,20039,17,31,834600,17031834600,8346,Census Tract 8346,0.000048,96.00%,28.40%,8,14,2,11,1,36,8,13,2,11,1,35,26,3671,47,0,1,0,1,32,3778,7,1043,13,0,0,0,0,9,1073,AA,37264,39984272,37658,"$20,000 - $40,000",8,8584,8,0% - 20%
1527,1527,21,1,21001,17,31,730400,17031730400,7304,Census Tract 7304,0.000033,100.00%,23.91%,129,49,15,72,19,284,129,49,15,72,19,284,26,3392,44,0,1,0,10,41,3514,6,811,11,0,0,0,2,10,840,AA,58009,48727560,58009,"$40,000 - $60,000",22,18480,22,20% - 40%
1528,1528,21,2,21002,17,31,710900,17031710900,7109,Census Tract 7109,0.000041,100.00%,38.68%,80,52,6,34,6,178,80,52,6,34,6,178,6,2136,40,0,1,0,0,15,2198,2,826,15,0,0,0,0,6,850,AA,57613,48971050,57613,"$40,000 - $60,000",22,18700,22,20% - 40%
1529,1529,21,3,21003,17,31,711300,17031711300,7113,Census Tract 7113,0.000022,100.00%,57.89%,108,75,8,50,16,257,108,75,8,50,16,257,4,1573,19,2,1,0,1,26,1626,2,911,11,1,1,0,1,15,941,AA,42116,39631156,42116,"$40,000 - $60,000",11,10351,11,0% - 20%
1530,1530,21,4,21004,17,31,710800,17031710800,7108,Census Tract 7108,0.000011,40.74%,12.64%,80,66,9,55,19,229,33,27,4,22,8,93,11,5232,55,0,9,0,2,29,5338,1,662,7,0,1,0,0,4,675,AA,47839,32291325,51061,"$40,000 - $60,000",15,10125,17,0% - 20%
1531,1531,21,4,21004,17,31,710900,17031710900,7109,Census Tract 7109,0.000016,59.26%,15.09%,80,66,9,55,19,229,47,39,5,33,11,136,6,2136,40,0,1,0,0,15,2198,1,322,6,0,0,0,0,2,332,AA,57613,19127516,51061,"$40,000 - $60,000",22,7304,17,0% - 20%
1532,1532,21,5,21005,17,31,730100,17031730100,7301,Census Tract 7301,0.000009,40.91%,12.50%,130,70,18,59,22,299,53,29,7,24,9,122,7,2357,21,0,4,0,0,35,2424,1,295,3,0,0,0,0,4,303,AA,45461,13774683,50495,"$40,000 - $60,000",19,5757,18,0% - 20%
1533,1533,21,5,21005,17,31,730500,17031730500,7305,Census Tract 7305,0.000013,59.09%,9.29%,130,70,18,59,22,299,77,41,11,35,13,177,15,4266,57,4,17,0,2,27,4388,1,396,5,0,2,0,0,3,407,AA,54243,22076901,50495,"$40,000 - $60,000",18,7326,18,0% - 20%
1534,1534,21,6,21006,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000001,4.35%,1.05%,85,63,4,51,18,221,4,3,0,2,1,10,12,3047,21,3,1,0,2,29,3115,0,32,0,0,0,0,0,0,33,AA,66503,2194599,46918,"$40,000 - $60,000",16,528,12,0% - 20%
1535,1535,21,6,21006,17,31,711000,17031711000,7110,Census Tract 7110,0.000003,13.04%,4.29%,85,63,4,51,18,221,11,8,1,7,2,29,15,3395,26,1,3,0,4,31,3475,1,145,1,0,0,0,0,1,149,AA,45690,6807810,46918,"$40,000 - $60,000",7,1043,12,0% - 20%
1536,1536,21,6,21006,17,31,711400,17031711400,7114,Census Tract 7114,0.000019,82.61%,23.46%,85,63,4,51,18,221,70,52,3,42,15,183,7,2606,31,0,2,0,0,8,2654,2,611,7,0,0,0,0,2,623,AA,46174,28766402,46918,"$40,000 - $60,000",13,8099,12,0% - 20%
1537,1537,21,7,21007,17,31,711200,17031711200,7112,Census Tract 7112,0.000022,100.00%,18.49%,137,69,12,62,15,295,137,69,12,62,15,295,9,5048,29,7,12,0,1,39,5145,2,933,5,1,2,0,0,7,951,AA,57268,54461868,57268,"$40,000 - $60,000",30,28530,30,20% - 40%
1538,1538,21,8,21008,17,31,730300,17031730300,7303,Census Tract 7303,0.000002,11.11%,6.06%,107,70,7,50,14,248,12,8,1,6,2,28,4,1152,3,1,0,0,0,6,1166,0,70,0,0,0,0,0,0,71,AA,41787,2966877,43723,"$40,000 - $60,000",2,142,13,0% - 20%
